3,3
4,6
5,9
6,13
7,17
8,21
9,26
10,30
11,35
12,40
13,45
14,50
15,55
16,60
17,65
18,71
19,76
20,81
21,87
22,92
23,98
24,104
25,109
26,115
27,121
28,127
29,133
30,138
31,144
32,150
33,156
34,162
35,168
36,175
37,181
38,187
39,193
40,199
41,205
42,212
43,218
44,224
45,231
46,237
47,243
48,250
49,256
50,263
51,269
52,275
53,282
54,288
55,295
56,302
57,308
58,315
59,321
60,328
61,335
62,341
63,348
64,355
65,361
66,368
67,375
68,382
69,388
70,395
71,402
72,409
73,416
74,422
75,429
76,436
77,443
78,450
79,457
80,464
81,471
82,478
83,485
84,492
85,499
86,506
87,513
88,520
89,527
90,534
91,541
92,548
93,555
94,562
95,569
96,576
97,583
98,591
99,598
100,605
101,612
102,619
103,626
104,634
105,641
106,648
107,655
108,663
109,670
110,677
111,684
112,692
113,699
114,706
115,713
116,721
117,728
118,735
119,743
120,750
121,757
122,765
123,772
124,780
125,787
126,794
127,802
128,809
129,817
130,824
131,831
132,839
133,846
134,854
135,861
136,869
137,876
138,884
139,891
140,899
141,906
142,914
143,921
144,929
145,936
146,944
147,951
148,959
149,966
150,974
151,982
152,989
153,997
154,1004
155,1012
156,1020
157,1027
158,1035
159,1042
160,1050
161,1058
162,1065
163,1073
164,1081
165,1088
166,1096
167,1104
168,1111
169,1119
170,1127
171,1135
172,1142
173,1150
174,1158
175,1165
176,1173
177,1181
178,1189
179,1196
180,1204
181,1212
182,1220
183,1227
184,1235
185,1243
186,1251
187,1259
188,1266
189,1274
190,1282
191,1290
192,1298
193,1305
194,1313
195,1321
196,1329
197,1337
198,1345
199,1353
200,1360
201,1368
202,1376
203,1384
204,1392
205,1400
206,1408
207,1416
208,1423
209,1431
210,1439
211,1447
212,1455
213,1463
214,1471
215,1479
216,1487
217,1495
218,1503
219,1511
220,1519
221,1527
222,1535
223,1543
224,1551
225,1559
226,1567
227,1574
228,1582
229,1590
230,1598
231,1607
232,1615
233,1623
234,1631
235,1639
236,1647
237,1655
238,1663
239,1671
240,1679
241,1687
242,1695
243,1703
244,1711
245,1719
246,1727
247,1735
248,1743
249,1751
250,1759
251,1768
252,1776
253,1784
254,1792
255,1800
256,1808
257,1816
258,1824
259,1832
260,1841
261,1849
262,1857
263,1865
264,1873
265,1881
266,1889
267,1898
268,1906
269,1914
270,1922
271,1930
272,1938
273,1947
274,1955
275,1963
276,1971
277,1979
278,1988
279,1996
280,2004
281,2012
282,2020
283,2029
284,2037
285,2045
286,2053
287,2061
288,2070
