4,5
6,6
7,13
9,21
12,19
14,35
17,36
20,47
23,81
27,59
31,66
35,85
39,118
44,107
49,110
54,135
59,192
65,158
71,183
77,197
83,277
90,241
97,253
104,295
111,350
119,363
127,367
135,390
143,537
152,461
161,521
170,504
179,928
189,624
199,658
209,752
219,1103
230,924
241,937
252,904
264,844
275,1150
287,1276
299,1399
312,1085
325,955
337,1519
351,1054
364,1442
378,1182
392,1308
406,1325
421,1317
435,1483
450,1899
465,1744
481,1559
496,2168
512,2220
528,3345
545,1934
561,3174
579,1965
595,3936
613,2849
631,2317
649,2638
667,2550
685,3919
704,2923
723,3395
742,3474
762,3027
781,3837
802,3004
821,4350
842,4808
863,3262
884,3410
905,3746
926,5372
948,4944
970,4315
993,3669
1015,4255
1037,6614
1061,4047
1084,4161
1108,4191
1131,4782
1155,4925
1179,5966
1204,4918
1228,7864
1253,8058
1279,4752
1304,8013
1330,5364
1356,6504
1382,6048
1409,5731
1435,7475
1462,7860
1490,6206
1517,6794
1545,6979
1573,6923
1601,6719
1630,6769
1658,7650
1688,7006
1716,10737
1746,8566
1776,7664
1806,7963
1836,9117
1866,10339
1898,7604
1928,11126
1959,13918
1991,9709
2023,8943
2055,10236
2087,9656
2120,8743
2152,12367
2185,11519
2219,9031
2252,13297
2286,10270
2320,10901
2354,10617
2389,11656
2423,12640
2459,10485
2494,11271
2529,14087
2565,12766
2601,11225
2637,19273
2674,11538
2711,11478
2748,11875
2785,12431
2823,12113
2860,13238
2898,17814
2937,12160
2975,13897
3014,13759
3053,13711
3092,16503
3132,13434
3171,16475
3212,13543
3252,13741
3292,17989
3333,15484
3374,17511
3415,18806
3457,14854
3499,15703
3541,16320
3583,17063
3625,23045
3668,17334
3712,16462
3754,19707
3798,22251
3842,17757
3886,18103
3930,20218
3975,17531
4020,18946
4064,23819
4110,19873
4155,23694
4201,19912
4247,21451
4293,25496
4340,25106
4387,20872
4434,19761
4481,25207
4529,20471
4577,20116
4624,29374
4673,20640
4722,21495
4770,22021
4819,28957
4868,32773
4918,29027
4968,22620
5017,40710
5068,28554
5118,33332
5170,24103
5220,36378
5272,24534
5323,32199
5375,26472
5428,24217
5479,34079
5532,31114
5585,26096
5638,28078
5691,34395
5744,38156
5798,44912
