3,2
5,4
6,6
8,9
11,10
13,14
16,16
19,20
22,24
26,27
30,30
34,35
38,40
43,44
48,48
53,54
58,61
64,64
70,70
76,77
82,87
89,89
96,96
103,105
110,113
118,120
126,126
134,138
142,147
151,153
160,164
169,171
178,188
188,192
198,201
208,212
218,228
229,239
240,247
251,258
263,265
274,282
286,297
298,310
311,316
324,324
336,348
350,353
363,371
377,377
391,391
405,408
420,420
434,435
449,459
464,471
480,481
495,508
511,523
527,548
544,545
560,581
578,578
594,618
612,627
630,634
648,659
666,673
684,703
703,715
722,738
741,756
761,767
780,796
801,804
820,840
841,862
862,866
883,894
904,915
925,949
947,968
969,983
992,992
1014,1026
1036,1064
1060,1063
1083,1085
1107,1107
1130,1141
1154,1168
1178,1201
1203,1211
1227,1253
1252,1280
1278,1277
1303,1328
1329,1332
1355,1374
1381,1394
1408,1421
1434,1457
1461,1486
1489,1497
1516,1531
1544,1560
1572,1584
1600,1611
1629,1633
1657,1673
1687,1692
1715,1746
1745,1767
1775,1784
1805,1817
1835,1855
1865,1898
1897,1899
1927,1957
1958,1995
1990,2017
2022,2036
2054,2075
2086,2103
2119,2124
2151,2185
2184,2213
2218,2223
2251,2283
2285,2298
2319,2342
2353,2367
2388,2410
2422,2450
2458,2463
2493,2503
2528,2565
2564,2586
2600,2609
2636,2684
2673,2680
2710,2714
2747,2748
2784,2795
2822,2829
2859,2874
2897,2937
2936,2935
2974,2993
3013,3024
3052,3062
3091,3121
3131,3130
3170,3197
3211,3214
3251,3254
3291,3321
3332,3349
3373,3408
3414,3459
3456,3455
3498,3508
3540,3548
3582,3599
3624,3662
3667,3683
3711,3717
3753,3781
3797,3838
3841,3855
3885,3908
3929,3959
3974,3978
4019,4033
4063,4110
4109,4131
4154,4193
4200,4216
4246,4272
4292,4333
4339,4382
4386,4407
4433,4434
4480,4517
4528,4536
4576,4576
4623,4670
4672,4675
4721,4724
4769,4774
4818,4863
4867,4922
4917,4962
4967,4971
5016,5074
5067,5109
5117,5180
5169,5175
5219,5271
5271,5281
5322,5378
5374,5393
5427,5428
5478,5531
5531,5577
5584,5595
5637,5656
5690,5742
5743,5798
5797,5864
5852,5874
5906,5909
5961,5960
6015,6051
6071,6071
6125,6184
6181,6206
6237,6272
6293,6308
6350,6350
6405,6477
6463,6495
6520,6526
6577,6586
6635,6642
6692,6733
6751,6753
6808,6881
6867,6915
6926,6985
6985,7018
7044,7121
7104,7134
7163,7239
7224,7230
7284,7301
7345,7385
7405,7456
7467,7481
7528,7548
7589,7651
7651,7709
7713,7756
7776,7796
7838,7895
7901,7907
7964,8000
8027,8069
8091,8133
8154,8231
8219,8259
8283,8325
8347,8406
8413,8428
8477,8547
8543,8594
8608,8649
8674,8728
8740,8796
8806,8880
8873,8944
8940,8967
9007,9047
9074,9126
9142,9141
9210,9233
9278,9322
9346,9392
9415,9435
9483,9550
9553,9583
9621,9700
9691,9772
9761,9836
9831,9889
9902,9919
9972,10015
10043,10116
10114,10134
10186,10195
10257,10296
10329,10335
10401,10436
10473,10501
10546,10607
10618,10693
10691,10778
10765,10811
10839,10861
10912,10978
10986,11061
11061,11083
11136,11142
11210,11226
11285,11355
11361,11366
11436,11514
11512,11543
11588,11613
11665,11697
11741,11751
11818,11837
11895,11896
11972,12018
12050,12084
12127,12195
12206,12251
12284,12319
12363,12373
12441,12520
12520,12586
12600,12656
12679,12733
12760,12764
12839,12914
12919,13001
13000,13057
13081,13113
13162,13258
13243,13295
13325,13345
13407,13464
13489,13536
13571,13640
13654,13684
13737,13790
13820,13862
13902,13993
13987,14025
14071,14071
14155,14179
14239,14272
14323,14392
14409,14410
14493,14534
14579,14646
14664,14733
14750,14861
14836,14932
14922,15003
15010,15011
15095,15195
15184,15185
15270,15346
15358,15442
15446,15468
15534,15586
15623,15647
15711,15765
15799,15902
15889,15910
15978,16036
16068,16098
16158,16162
16248,16262
16339,16352
16428,16476
16520,16550
16610,16662
16702,16814
16793,16887
16885,16940
16978,16996
17069,17176
17163,17177
17255,17293
17349,17376
17441,17555
17535,17584
17629,17723
17723,17774
17818,17827
17912,17975
18007,18055
18102,18188
18197,18247
18293,18400
18389,18444
18485,18517
18581,18640
18678,18696
18775,18822
18872,18878
18969,19053
19067,19125
19164,19285
19263,19314
19361,19385
19460,19487
19558,19667
19657,19722
19757,19839
19856,19923
19957,20009
20056,20127
20157,20235
20257,20374
20358,20410
20460,20473
20561,20560
20663,20704
20764,20770
20866,20967
20969,20995
21071,21162
21174,21264
21277,21370
21380,21496
21484,21547
21588,21597
21692,21787
21797,21808
21901,21946
22006,22047
22111,22130
22217,22274
22322,22335
22428,22536
22534,22595
22640,22680
22747,22783
22854,22867
22962,22964
23068,23103
23176,23247
23284,23314
23391,23500
23500,23589
23609,23616
23718,23810
23826,23956
23936,23976
24046,24072
24156,24180
24266,24304
24376,24419
24487,24499
24598,24607
24708,24787
24820,24883
24932,24954
25044,25060
25155,25284
25267,25384
25381,25428
25493,25540
25607,25645
25720,25784
25833,25940
25947,26064
26061,26130
26176,26253
26290,26404
26405,26503
26520,26645
26636,26664
26752,26754
26866,27002
26984,27002
27100,27119
27216,27297
27333,27414
27450,27555
27568,27661
27685,27747
27803,27839
27921,28045
